order_id,order_date,customer_id,product_id,quantity,discount,shipping_cost,payment_method,region,order_status,customer_name,gender,age,city,state,signup_date,product_name,category,subcategory,selling_price,cost_price,gross_sales,discount_amount,net_sales,product_cost,profit_before_shipping,profit,profit_margin,is_delivered,is_returned,is_cancelled,realized_sales,realized_profit,year,month,month_name,quarter,year_month,age_group
ORD039760,2024-08-06,CUST01475,PROD0308,1,0.05,227.41,Credit Card,South,Delivered,Rohan Roy,Male,41,Chennai,Tamil Nadu,2025-09-02,Football 7,Sports,Outdoor,5089.49,2886.57,5089.49,254.4745,4835.0154999999995,2886.57,1948.4454999999994,1721.0354999999993,0.35595242662613996,1,0,0,4835.0154999999995,1721.0354999999993,2024,8,August,Q3,2024-08,36-45
ORD039761,2023-11-30,CUST04267,PROD0139,2,0.15,471.84,Upi,West,Delivered,Priya Yadav,Female,26,Ahmedabad,Gujarat,2025-03-18,Shirt 6,Fashion,Men,1160.4,842.89,2320.8,348.12,1972.6800000000003,1685.78,286.9000000000003,-184.93999999999966,-0.09375063365573719,1,0,0,1972.6800000000003,-184.93999999999966,2023,11,November,Q4,2023-11,26-35
ORD039762,2024-12-09,CUST00486,PROD0197,1,0.05,350.83,Upi,West,Delivered,Priya Jha,Male,54,Ahmedabad,Gujarat,2024-12-28,Sandals 1,Fashion,Footwear,3379.16,2730.92,3379.16,168.958,3210.2019999999998,2730.92,479.2819999999997,128.4519999999997,0.04001368138204379,1,0,0,3210.2019999999998,128.4519999999997,2024,12,December,Q4,2024-12,46-55
ORD039763,2025-03-29,CUST01441,PROD0108,1,0.25,95.73,Upi,North,Delivered,Kavya Roy,Female,33,Chandigarh,Chandigarh,2023-07-26,Bookshelf 3,Home & Kitchen,Furniture,16627.41,10743.52,16627.41,4156.8525,12470.557499999999,10743.52,1727.0374999999985,1631.3074999999985,0.13081271627190674,1,0,0,12470.557499999999,1631.3074999999985,2025,3,March,Q1,2025-03,26-35
ORD039764,2025-05-10,CUST00323,PROD0308,1,0.2,424.89,Cash On Delivery,East,Delivered,Arjun Mishra,Female,37,Patna,Bihar,2024-12-12,Football 7,Sports,Outdoor,5089.49,2886.57,5089.49,1017.898,4071.5919999999996,2886.57,1185.0219999999995,760.1319999999995,0.18669159385321504,1,0,0,4071.5919999999996,760.1319999999995,2025,5,May,Q2,2025-05,36-45
ORD039765,2023-09-13,CUST02441,PROD0289,1,0.15,388.69,Upi,East,Delivered,Neha Das,Female,44,Patna,Bihar,2025-07-10,Resistance Bands 2,Sports,Fitness,9910.66,8044.86,9910.66,1486.599,8424.061,8044.86,379.201,-9.488999999999976,-0.0011264163448009192,1,0,0,8424.061,-9.488999999999976,2023,9,September,Q3,2023-09,36-45
ORD039766,2024-02-11,CUST01873,PROD0135,1,0.0,277.11,Credit Card,South,Returned,Pooja Sharma,Male,19,Bengaluru,Karnataka,2024-04-26,Shirt 2,Fashion,Men,2003.18,1583.67,2003.18,0.0,2003.18,1583.67,419.51,142.39999999999998,0.07108697171497318,0,1,0,0.0,0.0,2024,2,February,Q1,2024-02,18-25
ORD039767,2025-07-07,CUST00321,PROD0021,2,0.15,335.91,Credit Card,North,Delivered,Riya Verma,Male,26,Noida,Uttar Pradesh,2024-08-07,Gaming Laptop 7,Electronics,Laptop,16324.33,11703.31,32648.66,4897.299,27751.361,23406.62,4344.741000000002,4008.831000000002,0.1444552935619987,1,0,0,27751.361,4008.831000000002,2025,7,July,Q3,2025-07,26-35
ORD039768,2025-08-13,CUST00558,PROD0065,1,0.25,368.35,Net Banking,West,Delivered,Sneha Kumar,Female,25,Ahmedabad,Gujarat,2023-04-29,Power Bank 2,Electronics,Accessories,61131.49,36473.39,61131.49,15282.8725,45848.6175,36473.39,9375.2275,9006.8775,0.1964481807984723,1,0,0,45848.6175,9006.8775,2025,8,August,Q3,2025-08,18-25
ORD039769,2024-05-28,CUST03395,PROD0192,3,0.0,387.88,Debit Card,West,Delivered,Shreya Shah,Male,24,Indore,Madhya Pradesh,2025-08-01,Running Shoes 3,Fashion,Footwear,853.36,495.35,2560.08,0.0,2560.08,1486.0500000000002,1074.0299999999997,686.1499999999997,0.268018968157245,1,0,0,2560.08,686.1499999999997,2024,5,May,Q2,2024-05,18-25
ORD039770,2023-12-01,CUST02982,PROD0083,1,0.15,115.39,Credit Card,East,Delivered,Aarav Jha,Female,23,Nagpur,Maharashtra,2024-02-15,Air Fryer 6,Home & Kitchen,Kitchen,13018.54,10910.12,13018.54,1952.781,11065.759000000002,10910.12,155.63900000000103,40.24900000000103,0.003637256152063408,1,0,0,11065.759000000002,40.24900000000103,2023,12,December,Q4,2023-12,18-25
ORD039771,2023-10-22,CUST02858,PROD0210,2,0.25,191.27,Cash On Delivery,South,Delivered,Kavya Das,Female,25,Hyderabad,Telangana,2025-09-02,Formal Shoes 7,Fashion,Footwear,1454.74,1142.13,2909.48,727.37,2182.11,2284.26,-102.15000000000009,-293.4200000000001,-0.13446618181484896,1,0,0,2182.11,-293.4200000000001,2023,10,October,Q4,2023-10,18-25
ORD039772,2023-03-20,CUST03013,PROD0091,2,0.1,476.32,Debit Card,East,Delivered,Shreya Jha,Female,24,Nagpur,Maharashtra,2024-08-31,Electric Kettle 7,Home & Kitchen,Kitchen,5729.53,3359.73,11459.06,1145.906,10313.153999999999,6719.46,3593.6939999999986,3117.3739999999984,0.3022716426032229,1,0,0,10313.153999999999,3117.3739999999984,2023,3,March,Q1,2023-03,18-25
ORD039773,2024-09-12,CUST03536,PROD0317,1,0.05,147.67,Credit Card,East,Delivered,Amit Gupta,Male,60,Guwahati,Assam,2025-09-23,Helmet 2,Sports,Cycling,7716.85,5282.9,7716.85,385.84250000000003,7331.007500000001,5282.9,2048.107500000001,1900.437500000001,0.2592327862166286,1,0,0,7331.007500000001,1900.437500000001,2024,9,September,Q3,2024-09,56+
ORD039774,2024-09-10,CUST02425,PROD0131,1,0.0,146.43,Credit Card,South,Delivered,Meera Roy,Female,54,Hyderabad,Telangana,2024-03-16,Vacuum Cleaner 5,Home & Kitchen,Appliances,4675.36,2642.72,4675.36,0.0,4675.36,2642.72,2032.6399999999999,1886.2099999999998,0.40343631292563564,1,0,0,4675.36,1886.2099999999998,2024,9,September,Q3,2024-09,46-55
ORD039775,2023-06-07,CUST04953,PROD0119,1,0.25,419.23,Debit Card,South,Delivered,Arjun Kumar,Female,51,Hyderabad,Telangana,2025-06-11,Fan 7,Home & Kitchen,Appliances,16378.97,9545.36,16378.97,4094.7425,12284.227499999999,9545.36,2738.8674999999985,2319.6374999999985,0.18883055527911696,1,0,0,12284.227499999999,2319.6374999999985,2023,6,June,Q2,2023-06,46-55
ORD039776,2023-10-09,CUST04513,PROD0033,1,0.05,77.3,Upi,South,Delivered,Pooja Sharma,Male,41,Bhopal,Madhya Pradesh,2025-10-29,Headphones 5,Electronics,Audio,56672.09,39916.47,56672.09,2833.6045,53838.485499999995,39916.47,13922.015499999994,13844.715499999995,0.25715276667654396,1,0,0,53838.485499999995,13844.715499999995,2023,10,October,Q4,2023-10,36-45
ORD039777,2025-06-07,CUST00964,PROD0122,1,0.0,403.46,Cash On Delivery,North,Delivered,Neha Yadav,Male,51,Delhi,Delhi,2023-03-12,Iron 3,Home & Kitchen,Appliances,18444.76,15909.2,18444.76,0.0,18444.76,15909.2,2535.5599999999977,2132.0999999999976,0.11559380550356838,1,0,0,18444.76,2132.0999999999976,2025,6,June,Q2,2025-06,46-55
ORD039778,2023-04-17,CUST04970,PROD0017,3,0.05,88.81,Upi,South,Delivered,Aarav Choudhary,Female,30,Hyderabad,Telangana,2024-05-03,Gaming Laptop 3,Electronics,Laptop,25641.19,21120.25,76923.56999999999,3846.1785,73077.3915,63360.75,9716.641499999998,9627.831499999998,0.13174842865046707,1,0,0,73077.3915,9627.831499999998,2023,4,April,Q2,2023-04,26-35
ORD039779,2025-02-21,CUST00197,PROD0030,1,0.2,312.05,Net Banking,East,Delivered,Arjun Choudhary,Female,18,Ranchi,Jharkhand,2025-01-19,Headphones 2,Electronics,Audio,56674.37,36762.85,56674.37,11334.874000000002,45339.496,36762.85,8576.646,8264.596000000001,0.18228248501042008,1,0,0,45339.496,8264.596000000001,2025,2,February,Q1,2025-02,18-25
ORD039780,2024-02-06,CUST03530,PROD0249,2,0.0,293.3,Credit Card,East,Delivered,Priya Patel,Female,22,Bhopal,Madhya Pradesh,2025-05-28,Conditioner 4,Beauty,Haircare,1612.79,893.36,3225.58,0.0,3225.58,1786.72,1438.86,1145.56,0.35514853142690617,1,0,0,3225.58,1145.56,2024,2,February,Q1,2024-02,18-25
ORD039781,2025-09-02,CUST04059,PROD0297,2,0.1,99.77,Cash On Delivery,North,Delivered,Vikram Sinha,Female,25,Jaipur,Rajasthan,2024-10-09,Cricket Bat 3,Sports,Outdoor,4930.03,2734.39,9860.06,986.006,8874.054,5468.78,3405.2740000000003,3305.5040000000004,0.3724908593073696,1,0,0,8874.054,3305.5040000000004,2025,9,September,Q3,2025-09,18-25
ORD039782,2025-03-01,CUST02819,PROD0128,2,0.2,247.99,Credit Card,East,Cancelled,Nikhil Mehta,Female,58,Bhubaneswar,Odisha,2023-02-12,Vacuum Cleaner 2,Home & Kitchen,Appliances,9979.28,7406.59,19958.56,3991.7120000000004,15966.848000000002,14813.18,1153.6680000000015,905.6780000000015,0.05672240382071661,0,0,1,0.0,0.0,2025,3,March,Q1,2025-03,56+
ORD039783,2025-12-14,CUST02872,PROD0141,2,0.15,332.77,Wallet,East,Delivered,Shreya Choudhary,Female,31,Ranchi,Jharkhand,2023-02-17,Jeans 1,Fashion,Men,3608.45,2206.94,7216.9,1082.5349999999999,6134.365,4413.88,1720.4849999999997,1387.7149999999997,0.22621982878423436,1,0,0,6134.365,1387.7149999999997,2025,12,December,Q4,2025-12,26-35
ORD039784,2024-01-02,CUST04472,PROD0314,3,0.25,265.81,Debit Card,West,Delivered,Neha Gupta,Male,50,Pune,Maharashtra,2025-08-17,Badminton Racket 6,Sports,Outdoor,5408.72,4067.95,16226.16,4056.54,12169.619999999999,12203.849999999999,-34.22999999999956,-300.03999999999957,-0.024654837209378732,1,0,0,12169.619999999999,-300.03999999999957,2024,1,January,Q1,2024-01,46-55
ORD039785,2023-09-21,CUST04277,PROD0188,4,0.05,240.54,Net Banking,West,Delivered,Riya Patel,Male,64,Ahmedabad,Gujarat,2023-07-24,Dress 6,Fashion,Women,2912.2,1507.92,11648.8,582.4399999999999,11066.359999999999,6031.68,5034.6799999999985,4794.1399999999985,0.4332174265069995,1,0,0,11066.359999999999,4794.1399999999985,2023,9,September,Q3,2023-09,56+
ORD039786,2024-03-06,CUST03887,PROD0194,1,0.0,57.8,Net Banking,West,Delivered,Rohan Mehta,Male,63,Indore,Madhya Pradesh,2023-11-18,Running Shoes 5,Fashion,Footwear,1309.6,822.5,1309.6,0.0,1309.6,822.5,487.0999999999999,429.2999999999999,0.32781001832620643,1,0,0,1309.6,429.2999999999999,2024,3,March,Q1,2024-03,56+
ORD039787,2025-09-22,CUST04054,PROD0298,2,0.25,314.88,Cash On Delivery,West,Delivered,Aditya Choudhary,Male,19,Ahmedabad,Gujarat,2023-10-07,Cricket Bat 4,Sports,Outdoor,1417.26,878.29,2834.52,708.63,2125.89,1756.58,369.30999999999995,54.42999999999995,0.025603394343075115,1,0,0,2125.89,54.42999999999995,2025,9,September,Q3,2025-09,18-25
ORD039788,2024-01-14,CUST02474,PROD0213,2,0.0,136.77,Net Banking,West,Delivered,Pooja Sharma,Male,46,Ahmedabad,Gujarat,2024-03-20,Face Wash 3,Beauty,Skincare,781.26,573.34,1562.52,0.0,1562.52,1146.68,415.8399999999999,279.06999999999994,0.1786025138878222,1,0,0,1562.52,279.06999999999994,2024,1,January,Q1,2024-01,46-55
ORD039789,2023-09-08,CUST02331,PROD0168,1,0.05,123.0,Debit Card,East,Delivered,Arjun Patel,Female,60,Ranchi,Jharkhand,2025-12-29,Saree 7,Fashion,Women,1255.0,972.65,1255.0,62.75,1192.25,972.65,219.60000000000002,96.60000000000002,0.08102327531977356,1,0,0,1192.25,96.60000000000002,2023,9,September,Q3,2023-09,56+
ORD039790,2023-01-05,CUST02644,PROD0302,1,0.2,207.78,Net Banking,South,Delivered,Rohan Das,Female,44,Chennai,Tamil Nadu,2024-12-23,Football 1,Sports,Outdoor,5198.02,2824.86,5198.02,1039.604,4158.416,2824.86,1333.556,1125.776,0.27072231349629283,1,0,0,4158.416,1125.776,2023,1,January,Q1,2023-01,36-45
ORD039791,2024-10-29,CUST02504,PROD0286,2,0.1,240.96,Debit Card,North,Delivered,Aditi Shah,Male,28,Delhi,Delhi,2023-10-20,Dumbbells 6,Sports,Fitness,1070.08,786.17,2140.16,214.016,1926.1439999999998,1572.34,353.80399999999986,112.84399999999985,0.058585443248272126,1,0,0,1926.1439999999998,112.84399999999985,2024,10,October,Q4,2024-10,26-35
ORD039792,2024-03-04,CUST01150,PROD0180,2,0.1,491.92,Credit Card,South,Delivered,Rohan Yadav,Male,46,Chennai,Tamil Nadu,2025-06-02,Jeans 5,Fashion,Women,4700.97,2471.92,9401.94,940.1940000000001,8461.746000000001,4943.84,3517.906000000001,3025.986000000001,0.35760775612976337,1,0,0,8461.746000000001,3025.986000000001,2024,3,March,Q1,2024-03,46-55
ORD039793,2023-07-13,CUST01894,PROD0176,2,0.05,192.03,Cash On Delivery,South,Delivered,Rohan Yadav,Male,37,Hyderabad,Telangana,2023-05-14,Jeans 1,Fashion,Women,1840.93,1033.04,3681.86,184.09300000000002,3497.7670000000003,2066.08,1431.6870000000004,1239.6570000000004,0.3544138303094518,1,0,0,3497.7670000000003,1239.6570000000004,2023,7,July,Q3,2023-07,36-45
ORD039794,2025-07-17,CUST03711,PROD0327,2,0.2,76.61,Debit Card,West,Returned,Sneha Singh,Male,45,Ahmedabad,Gujarat,2024-12-26,Cycling Gloves 5,Sports,Cycling,6819.91,4456.87,13639.82,2727.964,10911.856,8913.74,1998.116,1921.506,0.1760934161887767,0,1,0,0.0,0.0,2025,7,July,Q3,2025-07,36-45
ORD039795,2024-02-05,CUST02839,PROD0164,3,0.1,436.47,Net Banking,South,Returned,Meera Sharma,Female,22,Bengaluru,Karnataka,2025-06-05,Saree 3,Fashion,Women,1393.48,1073.23,4180.4400000000005,418.0440000000001,3762.3960000000006,3219.69,542.7060000000006,106.23600000000056,0.02823626221163337,0,1,0,0.0,0.0,2024,2,February,Q1,2024-02,18-25
ORD039796,2025-01-11,CUST00575,PROD0308,1,0.2,446.26,Cash On Delivery,North,Delivered,Rahul Sharma,Female,19,Nagpur,Maharashtra,2024-05-17,Football 7,Sports,Outdoor,5089.49,2886.57,5089.49,1017.898,4071.5919999999996,2886.57,1185.0219999999995,738.7619999999995,0.18144303260248068,1,0,0,4071.5919999999996,738.7619999999995,2025,1,January,Q1,2025-01,18-25
ORD039797,2023-07-10,CUST01073,PROD0169,1,0.0,424.11,Wallet,North,Delivered,Amit Jha,Male,35,Nagpur,Maharashtra,2024-10-15,Kurti 1,Fashion,Women,4693.87,3102.2,4693.87,0.0,4693.87,3102.2,1591.67,1167.56,0.24874144362753975,1,0,0,4693.87,1167.56,2023,7,July,Q3,2023-07,26-35
ORD039798,2024-11-20,CUST01563,PROD0295,1,0.1,58.98,Debit Card,West,Delivered,Sneha Sinha,Male,47,Ahmedabad,Gujarat,2023-01-08,Cricket Bat 1,Sports,Outdoor,8601.05,6084.79,8601.05,860.105,7740.945,6084.79,1656.1549999999997,1597.1749999999997,0.20632816794331957,1,0,0,7740.945,1597.1749999999997,2024,11,November,Q4,2024-11,46-55
ORD039799,2025-07-03,CUST03516,PROD0147,1,0.0,86.09,Net Banking,East,Delivered,Kavya Shah,Female,61,Patna,Bihar,2024-09-25,Jeans 7,Fashion,Men,3845.46,2498.76,3845.46,0.0,3845.46,2498.76,1346.6999999999998,1260.61,0.3278177383199929,1,0,0,3845.46,1260.61,2025,7,July,Q3,2025-07,56+
ORD039800,2023-05-24,CUST04383,PROD0265,2,0.1,125.89,Net Banking,North,Delivered,Aarav Das,Female,59,Chandigarh,Chandigarh,2025-10-25,Foundation 6,Beauty,Makeup,1967.91,1105.46,3935.82,393.58200000000005,3542.2380000000003,2210.92,1331.3180000000002,1205.428,0.3403012445804037,1,0,0,3542.2380000000003,1205.428,2023,5,May,Q2,2023-05,56+
ORD039801,2025-01-07,CUST04053,PROD0068,4,0.0,260.42,Credit Card,North,Delivered,Aarav Sharma,Male,49,Noida,Uttar Pradesh,2024-10-03,Power Bank 5,Electronics,Accessories,77806.6,48445.1,311226.4,0.0,311226.4,193780.4,117446.00000000003,117185.58000000003,0.3765284050453304,1,0,0,311226.4,117185.58000000003,2025,1,January,Q1,2025-01,46-55
ORD039802,2024-05-07,CUST01010,PROD0025,1,0.15,132.77,Debit Card,North,Delivered,Meera Yadav,Male,56,Noida,Uttar Pradesh,2024-06-30,Business Laptop 4,Electronics,Laptop,9468.53,5692.15,9468.53,1420.2795,8048.2505,5692.15,2356.1005000000005,2223.3305000000005,0.2762501614481309,1,0,0,8048.2505,2223.3305000000005,2024,5,May,Q2,2024-05,56+
ORD039803,2024-06-15,CUST02802,PROD0318,3,0.0,148.28,Upi,West,Delivered,Vikram Sinha,Female,42,Bhopal,Madhya Pradesh,2023-03-05,Helmet 3,Sports,Cycling,6167.04,3710.79,18501.12,0.0,18501.12,11132.369999999999,7368.75,7220.47,0.39027204839490803,1,0,0,18501.12,7220.47,2024,6,June,Q2,2024-06,36-45
ORD039804,2025-01-16,CUST02950,PROD0046,1,0.05,221.41,Cash On Delivery,North,Delivered,Arjun Roy,Female,28,Lucknow,Uttar Pradesh,2023-10-11,Bluetooth Speaker 4,Electronics,Audio,14229.19,9343.47,14229.19,711.4595,13517.7305,9343.47,4174.2605,3952.8505000000005,0.2924196853902362,1,0,0,13517.7305,3952.8505000000005,2025,1,January,Q1,2025-01,26-35
ORD039805,2025-05-03,CUST01184,PROD0227,1,0.05,295.74,Credit Card,West,Delivered,Meera Patel,Male,47,Indore,Madhya Pradesh,2023-07-15,Sunscreen 3,Beauty,Skincare,1492.96,855.78,1492.96,74.64800000000001,1418.3120000000001,855.78,562.5320000000002,266.79200000000014,0.18810529700094206,1,0,0,1418.3120000000001,266.79200000000014,2025,5,May,Q2,2025-05,46-55
ORD039806,2025-12-11,CUST01867,PROD0195,2,0.2,204.42,Wallet,South,Cancelled,Vikram Singh,Male,38,Hyderabad,Telangana,2025-05-25,Running Shoes 6,Fashion,Footwear,1288.54,944.16,2577.08,515.416,2061.6639999999998,1888.32,173.34399999999982,-31.076000000000164,-0.015073261210362196,0,0,1,0.0,0.0,2025,12,December,Q4,2025-12,36-45
ORD039807,2023-04-04,CUST02500,PROD0144,2,0.1,346.63,Debit Card,North,Delivered,Sneha Verma,Female,29,Noida,Uttar Pradesh,2023-08-04,Jeans 4,Fashion,Men,2109.36,1333.37,4218.72,421.87200000000007,3796.848,2666.74,1130.1080000000002,783.4780000000002,0.2063495826011471,1,0,0,3796.848,783.4780000000002,2023,4,April,Q2,2023-04,26-35
ORD039808,2025-11-05,CUST00930,PROD0075,1,0.15,223.8,Net Banking,West,Delivered,Sneha Jha,Female,38,Pune,Maharashtra,2023-08-20,Mixer Grinder 5,Home & Kitchen,Kitchen,17272.51,12228.99,17272.51,2590.8765,14681.633499999998,12228.99,2452.6434999999983,2228.843499999998,0.15181168362498618,1,0,0,14681.633499999998,2228.843499999998,2025,11,November,Q4,2025-11,36-45
ORD039809,2024-05-18,CUST01797,PROD0117,1,0.05,88.54,Net Banking,West,Delivered,Rohan Gupta,Male,26,Pune,Maharashtra,2023-08-15,Fan 5,Home & Kitchen,Appliances,7893.18,4601.73,7893.18,394.65900000000005,7498.521000000001,4601.73,2896.791000000001,2808.251000000001,0.37450731951007415,1,0,0,7498.521000000001,2808.251000000001,2024,5,May,Q2,2024-05,26-35
ORD039810,2023-10-21,CUST02974,PROD0307,4,0.15,390.73,Upi,East,Delivered,Meera Yadav,Male,38,Bhubaneswar,Odisha,2025-08-07,Football 6,Sports,Outdoor,6776.42,6033.37,27105.68,4065.852,23039.828,24133.48,-1093.6519999999982,-1484.3819999999982,-0.06442678304716502,1,0,0,23039.828,-1484.3819999999982,2023,10,October,Q4,2023-10,36-45
ORD039811,2025-10-07,CUST00542,PROD0073,1,0.05,333.8,Upi,East,Delivered,Pooja Sinha,Male,58,Kolkata,West Bengal,2025-06-20,Mixer Grinder 3,Home & Kitchen,Kitchen,31274.89,19548.57,31274.89,1563.7445,29711.1455,19548.57,10162.575499999999,9828.7755,0.33081105876580896,1,0,0,29711.1455,9828.7755,2025,10,October,Q4,2025-10,56+
ORD039812,2024-02-22,CUST00120,PROD0104,1,0.25,49.12,Net Banking,West,Delivered,Vikram Mehta,Female,33,Ahmedabad,Gujarat,2023-06-27,Study Table 6,Home & Kitchen,Furniture,22537.87,18694.38,22537.87,5634.4675,16903.4025,18694.38,-1790.9775000000009,-1840.0975000000008,-0.108859592025925,1,0,0,16903.4025,-1840.0975000000008,2024,2,February,Q1,2024-02,26-35
ORD039813,2023-07-25,CUST02625,PROD0108,1,0.2,244.09,Credit Card,North,Delivered,Rahul Roy,Male,60,Bhopal,Madhya Pradesh,2025-06-16,Bookshelf 3,Home & Kitchen,Furniture,16627.41,10743.52,16627.41,3325.482,13301.928,10743.52,2558.4079999999994,2314.3179999999993,0.17398365109178154,1,0,0,13301.928,2314.3179999999993,2023,7,July,Q3,2023-07,56+
ORD039814,2025-03-24,CUST01634,PROD0156,2,0.05,383.41,Debit Card,North,Delivered,Rahul Roy,Female,29,Delhi,Delhi,2024-07-13,Jacket 2,Fashion,Men,2227.64,1435.01,4455.28,222.764,4232.516,2870.02,1362.4959999999996,979.0859999999996,0.2313248195635881,1,0,0,4232.516,979.0859999999996,2025,3,March,Q1,2025-03,26-35
ORD039815,2023-11-16,CUST00924,PROD0148,1,0.15,180.5,Debit Card,West,Cancelled,Karan Shah,Male,25,Pune,Maharashtra,2024-05-27,T-Shirt 1,Fashion,Men,756.21,517.52,756.21,113.4315,642.7785,517.52,125.25850000000003,-55.241499999999974,-0.0859417357612303,0,0,1,0.0,0.0,2023,11,November,Q4,2023-11,18-25
ORD039816,2023-06-17,CUST01665,PROD0142,1,0.1,477.48,Upi,South,Delivered,Karan Singh,Female,46,Bhopal,Madhya Pradesh,2025-03-26,Jeans 2,Fashion,Men,765.59,625.32,765.59,76.55900000000001,689.0310000000001,625.32,63.71100000000001,-413.769,-0.6005085402543572,1,0,0,689.0310000000001,-413.769,2023,6,June,Q2,2023-06,46-55
ORD039817,2023-01-24,CUST00269,PROD0035,1,0.25,422.92,Credit Card,South,Delivered,Neha Gupta,Male,39,Nagpur,Maharashtra,2025-03-02,Headphones 7,Electronics,Audio,36522.85,26475.37,36522.85,9130.7125,27392.137499999997,26475.37,916.7674999999981,493.8474999999981,0.018028804798457154,1,0,0,27392.137499999997,493.8474999999981,2023,1,January,Q1,2023-01,36-45
ORD039818,2024-09-24,CUST00955,PROD0132,2,0.1,53.83,Debit Card,South,Cancelled,Nikhil Kumar,Male,64,Bengaluru,Karnataka,2024-03-18,Vacuum Cleaner 6,Home & Kitchen,Appliances,1897.08,1110.55,3794.16,379.416,3414.7439999999997,2221.1,1193.6439999999998,1139.8139999999999,0.3337919328652455,0,0,1,0.0,0.0,2024,9,September,Q3,2024-09,56+
ORD039819,2024-02-29,CUST01090,PROD0019,2,0.0,308.86,Upi,South,Delivered,Karan Yadav,Female,33,Nagpur,Maharashtra,2025-08-02,Gaming Laptop 5,Electronics,Laptop,7451.63,5075.62,14903.26,0.0,14903.26,10151.24,4752.02,4443.160000000001,0.29813342852503416,1,0,0,14903.26,4443.160000000001,2024,2,February,Q1,2024-02,26-35
ORD039820,2024-03-02,CUST03451,PROD0091,5,0.0,287.98,Credit Card,North,Delivered,Sanjay Gupta,Male,21,Lucknow,Uttar Pradesh,2025-12-22,Electric Kettle 7,Home & Kitchen,Kitchen,5729.53,3359.73,28647.649999999998,0.0,28647.649999999998,16798.65,11848.999999999996,11561.019999999997,0.4035591051971103,1,0,0,28647.649999999998,11561.019999999997,2024,3,March,Q1,2024-03,18-25
ORD039821,2024-08-25,CUST02353,PROD0088,1,0.2,225.36,Credit Card,East,Delivered,Priya Kumar,Male,26,Ranchi,Jharkhand,2024-05-24,Electric Kettle 4,Home & Kitchen,Kitchen,12811.25,8044.15,12811.25,2562.25,10249.0,8044.15,2204.8500000000004,1979.4900000000002,0.1931398185188799,1,0,0,10249.0,1979.4900000000002,2024,8,August,Q3,2024-08,26-35
ORD039822,2023-06-24,CUST01481,PROD0184,4,0.15,168.68,Credit Card,West,Returned,Meera Shah,Female,25,Bhopal,Madhya Pradesh,2023-09-01,Dress 2,Fashion,Women,2582.07,1794.63,10328.28,1549.242,8779.038,7178.52,1600.518,1431.838,0.16309736898279742,0,1,0,0.0,0.0,2023,6,June,Q2,2023-06,18-25
ORD039823,2025-07-01,CUST04240,PROD0145,1,0.0,37.22,Credit Card,West,Delivered,Aditi Mehta,Female,61,Pune,Maharashtra,2025-07-01,Jeans 5,Fashion,Men,1732.78,1326.2,1732.78,0.0,1732.78,1326.2,406.5799999999999,369.3599999999999,0.21316035503641542,1,0,0,1732.78,369.3599999999999,2025,7,July,Q3,2025-07,56+
ORD039824,2023-05-16,CUST00244,PROD0019,1,0.15,130.61,Debit Card,North,Delivered,Rahul Choudhary,Female,36,Lucknow,Uttar Pradesh,2024-03-08,Gaming Laptop 5,Electronics,Laptop,7451.63,5075.62,7451.63,1117.7445,6333.8855,5075.62,1258.2655000000004,1127.6555000000003,0.17803534654991793,1,0,0,6333.8855,1127.6555000000003,2023,5,May,Q2,2023-05,36-45
ORD039825,2023-03-09,CUST02573,PROD0229,1,0.15,53.81,Debit Card,North,Delivered,Arjun Jha,Female,22,Chandigarh,Chandigarh,2023-10-30,Sunscreen 5,Beauty,Skincare,1935.54,1545.97,1935.54,290.33099999999996,1645.209,1545.97,99.23900000000003,45.42900000000003,0.027612905108104824,1,0,0,1645.209,45.42900000000003,2023,3,March,Q1,2023-03,18-25
ORD039826,2025-12-08,CUST02527,PROD0298,3,0.15,335.06,Wallet,North,Delivered,Aarav Jha,Male,51,Jaipur,Rajasthan,2024-11-01,Cricket Bat 4,Sports,Outdoor,1417.26,878.29,4251.78,637.7669999999999,3614.013,2634.87,979.143,644.0830000000001,0.17821822998423084,1,0,0,3614.013,644.0830000000001,2025,12,December,Q4,2025-12,46-55
ORD039827,2023-07-24,CUST01310,PROD0150,3,0.1,463.92,Debit Card,East,Delivered,Ananya Yadav,Female,60,Ranchi,Jharkhand,2025-09-25,T-Shirt 3,Fashion,Men,3823.35,2865.03,11470.05,1147.0049999999999,10323.045,8595.09,1727.955,1264.0349999999999,0.12244788238354089,1,0,0,10323.045,1264.0349999999999,2023,7,July,Q3,2023-07,56+
ORD039828,2023-10-21,CUST00929,PROD0332,2,0.15,321.84,Net Banking,North,Returned,Pooja Mehta,Male,60,Lucknow,Uttar Pradesh,2024-02-11,Water Bottle 3,Sports,Cycling,5595.61,4674.62,11191.22,1678.6829999999998,9512.537,9349.24,163.29700000000048,-158.5429999999995,-0.01666674200583919,0,1,0,0.0,0.0,2023,10,October,Q4,2023-10,56+
ORD039829,2023-06-17,CUST01478,PROD0319,1,0.0,143.67,Upi,East,Delivered,Rahul Mishra,Male,49,Bhubaneswar,Odisha,2023-11-30,Helmet 4,Sports,Cycling,10340.34,6010.76,10340.34,0.0,10340.34,6010.76,4329.58,4185.91,0.4048135747954129,1,0,0,10340.34,4185.91,2023,6,June,Q2,2023-06,46-55
